gt,eid,uid,cid0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,S10grfxrn0tXcuL6DSaVTf7wyvXspCvq,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,26,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0
0,WYNpj52NyIePFOfUouGRXkQmACPQnP2J,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,477,314,360,109,317,126,50,244,148,8,0,15,17,0,26,0,0,8,25,23,0,47,13,43,0,33,38,0,29,54
1,cYkjsx0vlcRJSMeZ2KK3Jak17s6pUOVj,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,0,0,0,0,0,0,0,0,0,0,0,14,0,90,5,0,0,0,0,0,0,0,30,87,0,0,0,0,5,0
0,xwG9GgMrPHgbqqrlvclpGJMpSPdOCjxQ,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,56,0,256,20,93,0,4,123,48,9,1,6,20,265,707,135,0,0,0,0,0,124,0,0,77,0,96,0,8,122
1,QE7Lj92a8xao4yslU3QjLG4r9UPF1qa6,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,40,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PLIVmJfP2AglQK14pYIED96sLSwqdwwb,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,36,10,29,2,0,0,51,175,50,75,60,22,85,59,49,0,0,0,0,0,0,0,192,36,12,96,7,63,0,8
1,cSB2xmj1Zot5hgCLSHhxDNISJzHyYsXf,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,TAjGGV7oJgeUhPcj5Eum0tnVYrY7qjOE,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,0,0,0,0,0,73,114,68,62,96,46,0,0,82,163,0,33,26,238,246,0,2,3,80,11,0,2,31,0,88
0,70BrIR23BcsI705EZj4LSyr7fHWI0Xjf,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0,0,12,0,34,34,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,pLeONEjsPtUCBPK1qCVDtz3EvrIS1pbV,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,82,0,8,0,0,4,0,0,4,0,0,0,0,1,69,0,0,0,0,0,0,50,0,0,0,0,13,0,0,0
1,FOHqSST3UlMcK0PZ2G62CXA809f8BW7i,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Z6YQS36VdHJFF4DkVSTcUgmOIdlOITNE,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,8,15,51,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,2,0,0,0
0,Ak0ru019Ynz1X1qhUbDFCskGZavLrHBc,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,155,37,0,0,0,0,0,0,11,0,0,1,0,0,98,0,0,0,0,0,0,68,0
0,gjOO3qwnQCAatqMKu7gZIW5sztiBAppS,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,42,0,11,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,rWA9BhwEXXwDdj5p5FXRqP1JA3HaX1US,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,8,83,31,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
1,bDqqR2hng29QNjexgLbMGRH4AJBfyli8,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,17,0,6,26,0,0,24,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0
1,v4HIYrR0I8FWtTlaAHD463q83gEr8oUl,9Mq1P5hrrLw6Bh9X4W4ZjisQJDdxjz9x,0,0,14,0,0,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,yY7MnNJqgHLVcnz4NM1RK6ChIokgw7ma,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,32,7,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,34oDxV5jJfVaGWSsgPNGJP2ott7rJu7I,HbeAZjZFFQUe90oTP0RRO0PEtRAqU3kK,52,4,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ptvDGcVFI5vzF4lBwRLTADNrenNp2tF2,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,58,11,0,0,0,0,0,40,0,0,0,0,0,5,0,11,4,0,5,0,0,45,24,0,0,0,0,0,44,13
0,sj7wQJWVAxmId67LlkoaFzAmqWKmeC7I,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,1,68,54,130,10,73,7,0,0,14,33,0,13,0,3,4,18,5,33,56,14,0,20,17
1,vlyD9yo6XEMUEsNs9Ts5Cnqwir1b84ea,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,18,0,17,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28cYoH1illsup17ivoArwQSWEH7d1FM0,WM572q68zD5VW8pcvVTc1RhhFUq3iRFN,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3lwOK5Q7JLNP5i4XCHLU9T4uaDlROcd3,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,32,0,67,0,0,0,14,0,0,26,0,0,0,0,0,7,22,0,1,0,0,0,0,36,0,0
1,kWgdHgAnPUwKLCSkWUzkdJbhlBH2WATg,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,19,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,S10grfxrn0tXcuL6DSaVTf7wyvXspCvq,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ZcVMunvZ79KySH7sxwVzwPdSEDAxF02N,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,29,70,39,0,16,0,53,0,22,81,0,8,9,0,0,0,0,0,0,6,0
1,0zObXmoXHP7rszDYuu8m5842mUKzCfEP,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,JiNN6rHoPfwH1fuAk6q9tmTGqAFVjob4,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,39,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,BaOCruFZyOuvg9VlHnlnD0tOyAWq0T1C,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,55,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D8IYaZZCq2kwCopNPookpH1TvQs8o6b0,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,23,9,0,15,0,0,0,0,0,0,18,9,1,0,0,0,24,30,0,4,0,0,0,0,0,0,0,0,0
1,t2MGYeUu0hRLKtqGYRo6b7Rz4YOZ5CAl,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,tWWMkEWmGzE3yXUoOjFftPEyqBykqhys,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,23,2,86,8,0,1,12,6,0,0,0,0,12,4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
1,D8IYaZZCq2kwCopNPookpH1TvQs8o6b0,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,29,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,JiNN6rHoPfwH1fuAk6q9tmTGqAFVjob4,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,0,0,0,48,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,H9Wcp261I12lltJdjKsgBtsQ0rg9qIUx,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,56,76,3,13,4,0,0,0,129,0,0,0,0,0,97,0,0,0,5,5,0,0,0,0,0,0,0,0,0,146
0,KKCAjdvWweZjWpGaiD06IlZdIjCjHAdf,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,62,56,0,15,0,0,144,0,0,7,0,0,0,26,30,18,0,28,0,0,7,0,0,0,0,0,0,0,4,0
1,V51fI3dChEwi4NRmoizSbxl4qWIqKMeH,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Om7TmUpRVXmKCq1XRkQCdyE9M7r8n9tE,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,LOcIjzEQxkpusXXGGonKeazzQqmnIwRx,9Mq1P5hrrLw6Bh9X4W4ZjisQJDdxjz9x,0,48,27,79,24,14,0,43,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,srriDvrzKMpJqtubPawxzK42SSpaLEkf,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,fbuy5iqzFkLuifp42uT7tvssNinDwhQ9,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,vUH5NhW2dOJJ7pGM4nFysRqnPlXzFZdY,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,5,15,55,41,0,0,0,0,19,22,15,15,6,0,0,13,4,0,0,27,0
1,srriDvrzKMpJqtubPawxzK42SSpaLEkf,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28jQkMYgDOh7TIBKdGn62G1sm2slN0BP,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,122,54,0,1,0,0,11,63,0,0,0,0,0,12,0,0,0
1,Npm5bbtDGGckD17HvEr5mJB69KU7HuiB,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,39,0,0,24,18,0,0,0,0,0,0,0,0,0,0,19,63,26,9,12,11,0,0,0,0,0,0,0,0
0,mBLh6HZHDpw7O2Y8qkyp6W7gEB0697ei,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,0,0,4,0,0,0,30,19,9,0,14,0,0,7,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
1,8yrIKDtnkYcLfERwrXrvcRGxHxbt2Jd3,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1,D8ad6YCP4S8e1UHCQjU17HMPa0udSxjF,HbeAZjZFFQUe90oTP0RRO0PEtRAqU3kK,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,pJUI0Hs11rZxgXk3r1clZCyuDCtGsbvH,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,44,54,0,0,0,0,0,13,0,1,0,0,0,1,0,30,0,0,0,0,0,0,0,18
0,ZwVIvDy915u76BZC0dCCXOnJt4DTqXdE,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,2,0,6,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,0,0
1,EUCVIuXgd3HKOVh854IsXjlox9DLPrIx,xMd9DzNyUCTLRPVbwWVzf4vq06oqrTT1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,aiXR63FJxLzLjxOw200I9QHjcVwt5TEN,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,bzMkDGOvPf5kDesDnmYMebkM2Op4V4hv,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,67,18,85,0,0,0,0,108,29,1,185,2,0,0,138,24,0,0,0,0,0,0,0,0,82,58,0,0,0,2
1,yjq4LYrhGRj6W5zSnzCGaFXJRVTeQyav,HbeAZjZFFQUe90oTP0RRO0PEtRAqU3kK,0,0,0,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,dEPUxcdyZTnKUVP0o2JXv6VWX3ETnwmr,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,27,0,0,21,67,26,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,IqKvJe25dkVPXW1pnYH97sOscXpVzHT8,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,IqKvJe25dkVPXW1pnYH97sOscXpVzHT8,9Bd26pfDLvkPINwLnpaGcf0LrLUvY1Mz,0,0,0,0,0,0,70,34,14,0,0,0,60,24,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
0,ywdL3xkp7d2PSjbvnflAvIe7Wp6Q4SRe,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,61,6,0,3,3,0,8,73,0,0,0,0,10,0,4,0,10,0,4,4,4,6,58,7,0,18,4,6,9,63
0,c2olekeSvIId5BZ6yNmtvWFIpdVV8sHC,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,33,52,27,23,51,0,59,14,0,0,61,24
1,RNgrmqPicYezsE4BsF8Au4WfPdSMWP6C,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ZcVMunvZ79KySH7sxwVzwPdSEDAxF02N,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,14,19,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,JNo2rLqKe6aBGDwGzu8tXd13uOC5tEnq,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0,0,0,0,0,120,11,10,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0
0,m5ZZjxI1YFQUliCxQ3q8QfE0qVJgUTpT,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,65,23,0,1,0,0,0,0,0,0,17,16,0,0,26,0,0,0,0,0,0,53,0,0,0,0
1,N48acHkGrMmBeV6nVVqgTFLnmD6rUjY7,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,IN9Vs0ZOBQQKedXJ4ZxEDQOAn6cR8kgI,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,0,4,61,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
0,FnY3or5QaQRvUAAgyu53eYBfcMnduugT,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,7,0,0,63,4,4,29,8,0,0,0,0,0,0,4,0,0,0,4,0,45,20,29,0,0,0,4,0,0
1,xLnq7WLjZwn4OKZLERIdffzmywNHVKlz,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CI12SZIYH2QOfgaDvq8F4VKXwDinb334,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,33,0,1,75,4,0,0,0,0,7,0,0,0,0,0,0,10,0,0,1,0,0,0,25,0,46
0,WzyWOzB7f8AVbQvaWeU3O4gxEwZ13sIC,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,0,27,98,113,4,4,0,4,7,0,0,0,0,0,0,0,0,0,7,0,0,0,19,82,16,31,6,0,0,0
1,S9QD4JuHJfR8cIhMYCRvH6KmWIbfFz3v,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ljmWZCzWPqv1RXsn1q2wpsQtrnA1zct2,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,0,0,313,0,0,1,0,0,174,0,0,0,0,0,0,0,112,0,0,0,6,0,0,0,0,61,0,0,0,0
1,AeMaItyLn87Bi6Z5GEgAMA4PBjFYrmeQ,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,137,20,0,0,5,0,0,0,0,0,20,0,77,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
1,LjIKf46VVq782E98I8NQvs4rO0H2KUzE,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,mtW8rWxW2XwZIB5TM8b8gUVmE4UACp0R,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,7,19,7,0,4,12,0,0,0,17,0,0,0,6,0,1,0,0,4,6,31,0,0,2,0,1,0,33
0,oFPkYr3SAnHGDwUWDk7Yf7c4fdFVhYSE,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,36,0,24,24,0,4,0,0,0,0,0,0,13,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
1,z8zMi50azvRwAPUNW2f5Gt0F6WOr8PI9,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0
0,Wyji6pvgj7unEJ4mD7FWwu0Sma8fUdv4,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,17,132,0,0,0,0,0,0,0,0,11,33,7,0,5,0,42,0,0,0,0,0,0,0
1,wouzB5J5zqRsDbrq2dufouvOsUYeiwLX,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3v7AGxQb2iWN6D21BspmeiTrDMVOFr4l,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2mdoNlBiXpgUVSmoihAheHl3NISmi738,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SUqHrTqjE8jHVpASqCaMjjR6iZ17k2Gq,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,49,5,4,5,0,0,6,54,8,0,0,0,0,0,0,0,16,5,4,1,0,40,16,6,0,7,0,0,20,0
0,EwJz8sdPLnTPbvCqxQKV7YueKEdP0wYf,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,18,0,54,0,0,4,13,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,66,0,0,0,57,0
1,V51fI3dChEwi4NRmoizSbxl4qWIqKMeH,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,jTEWsBJ1IMEZKCsiltXAPpOMYQEyPF7C,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,0,118,13,0,0,0,0,0,0,0,0,0,0,111,0,0,0,15,0,3,0,0,0,0,0,0,1,0
0,StcFIgK5T4YiiLiOpPHFjzohTVz9Jaf7,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,77,1,0,4,0,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,eoDZuGPEFogUFNpfuidYtEETr4uqtios,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ONFhYKrJFqmwx9zBxMrT7qWQQw1Hgoxe,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,22,107,4,0,4,0,0,0,0,0,0,0,0,0,78,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,WZh2Pa6SVv99IOCMMHBqgRAXCb5KkYJy,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,0,0,0,0,29,12,0,0,0,0,14,0,0,0,0,0,0,12,0,0,9,7,0,28,0,0,23,0
1,p3qhOFwzdrWX22Nx51yg33KRVimg1FNF,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0
0,1kqgSP0a9tOx653kbJNMOBxOKd8OmcEV,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,60,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,133,0,111,0,68,2,0,0,0
1,IjMCxK3I5RB9kUyrOR4YyAFmT17XH6xQ,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,1,0,17,62,31,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,W8K4VS8rPvnPTNUJrqgtS2FKH93KmR91,NmbZ3BmS8V4pMg6oxXHWpqqMZCE1jvYt,0,0,0,0,7,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bDqqR2hng29QNjexgLbMGRH4AJBfyli8,HbeAZjZFFQUe90oTP0RRO0PEtRAqU3kK,8,11,7,0,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0
1,j55CnsxXtuPHDTIgqOvx7oExU3RRtQ4I,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,76,0,1,50,0,0,1,0,0,1,0,0,0,0,15,24,7,1,0,0,7,14,0
0,YiNeIrEOhZYEzsuuN5nQKcsVr5To2nDU,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,18,31,0,0,2,51,0,0,3,0,0,0,0,0,1,0,0,2,0,0,5,41,0,0,0,0,0,0
0,DI3YZyhWTKxhZZnQuVUpGne2QEEoyvnw,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0,0,0,0,0,0,0,35,101,0,18,0,0,0,0,0,0,0,0,4,0,0,0,49,0,0,0,0,0,0
1,17B04GspvdKZlvjUpzV3OWqcCFEi0pIn,HbeAZjZFFQUe90oTP0RRO0PEtRAqU3kK,47,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32,10,0,11,33,0,26,0
1,Ez07T9jNDrZHOiLdrxng8Di4xuKbWpkV,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CMT5ku6XmOjizzEMarQXMsofUkJmkvcV,ykoe1cCWK134BJmfbNoPEenJOIWdtQOZ,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0
1,CMT5ku6XmOjizzEMarQXMsofUkJmkvcV,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,WgyEOY2DbNuspDn1Ce4NE97QCJet8b8a,3cnZpv6ReApmCaZyaQwi2izDZxVRdC01,0,40,47,0,27,0,0,0,86,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,0,0,22,0
1,XrPWBATMeXRFuEBG6fftZYGwG2itHDM0,a2E7NQC7nZB7WHEhKGhKnKvUWtsLAQzh,0,0,151,0,23,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3zcLVqBBvrrAeGKu18hEH7K28ZBsq9R3,X78EhlW2JxwO1I6S3U4yZVwkEQpKXLOj,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,v7Dq3YV1SM5zhCYg3v2RcgBP8NaHufMQ,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,15,0,0,1,1,0,0,0,0,0,33,0,0,0
0,0wTvjguYOmHTRx6CgVlID5lRmd6At3zN,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,76,5,0,62,22,0,0,0,0
0,DRYDJM1AJqkKmJk9NHclXJq4uWz7tpAW,HbeAZjZFFQUe90oTP0RRO0PEtRAqU3kK,7,78,111,0,33,0,7,27,8,50,26,0,64,7,27,40,0,88,313,11,66,0,0,10,76,76,51,0,46,0
0,rVpE71mDH4wcDoDSns1aTk41GvksWbsW,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,41,0,0,0,0,0,0,0,17,0,0,4,0,0,0,34,0,7,0,24,0,0,0,5,0
1,9MK6uRaOnLFmxpxcsZHlBDf4ITU7Vvr6,H2lDW05SyKnwntZ6Fora76aPAEswcMa5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,LutlROyPHhGEkAfetUikskFihdvWMQNQ,V4tXq15GxHo2gaMpaJLZ3IGEkP949IbE,0,0,38,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,we9tWnySpl1G7k7FqyXPj8wmC2gUYK0W,shM3Yy9vxHn2aqjSYfQXOcwGo0hWh3MI,0,0,0,0,0,0,0,0,0,0,0,66,143,70,1,0,0,5,0,0,0,0,0,0,225,83,0,0,0,3
